x-axis,value,Year,Transformation,Category
venture G,63000000.0,2008,Average,Funding Type
angel,789438.6767676767,2009,Average,Funding Type
convertible_note,1868351.0689655172,2009,Average,Funding Type
debt_financing,9563943.625441696,2009,Average,Funding Type
equity_crowdfunding,933057.0,2009,Average,Funding Type
grant,11596979.779411765,2009,Average,Funding Type
post_ipo_debt,523937500.0,2009,Average,Funding Type
post_ipo_equity,360765883.3333333,2009,Average,Funding Type
private_equity,83146569.33962265,2009,Average,Funding Type
secondary_market,19300000.0,2009,Average,Funding Type
seed,867587.1780821917,2009,Average,Funding Type
undisclosed,4069404.724137931,2009,Average,Funding Type
venture,6186686.099892009,2009,Average,Funding Type
venture A,5447280.379699248,2009,Average,Funding Type
venture B,9935641.783042394,2009,Average,Funding Type
venture C,12946981.135514019,2009,Average,Funding Type
venture D,19440642.18032787,2009,Average,Funding Type
venture E,21741237.534883723,2009,Average,Funding Type
venture F,38170000.0,2009,Average,Funding Type
venture G,2008940.0,2009,Average,Funding Type
angel,1123002.8853503184,2010,Average,Funding Type
convertible_note,2518533.6666666665,2010,Average,Funding Type
debt_financing,11590162.627980921,2010,Average,Funding Type
equity_crowdfunding,237500.0,2010,Average,Funding Type
grant,10931267.783018868,2010,Average,Funding Type
non_equity_assistance,4470200.0,2010,Average,Funding Type
post_ipo_debt,300000000.0,2010,Average,Funding Type
post_ipo_equity,43269307.916666664,2010,Average,Funding Type
private_equity,70394812.10465117,2010,Average,Funding Type
product_crowdfunding,3421335.0,2010,Average,Funding Type
secondary_market,247103851.33333334,2010,Average,Funding Type
seed,561650.0892857143,2010,Average,Funding Type
undisclosed,15045880.46031746,2010,Average,Funding Type
venture,5433601.838616715,2010,Average,Funding Type
venture A,6010835.10312076,2010,Average,Funding Type
venture B,11591443.478747204,2010,Average,Funding Type
venture C,17147401.110701106,2010,Average,Funding Type
venture D,20751847.560344826,2010,Average,Funding Type
venture E,18637229.133333333,2010,Average,Funding Type
venture F,32619962.307692308,2010,Average,Funding Type
venture G,9386088.75,2010,Average,Funding Type
angel,965271.677184466,2011,Average,Funding Type
convertible_note,1827055.3529411764,2011,Average,Funding Type
debt_financing,5700411.855753646,2011,Average,Funding Type
equity_crowdfunding,237004.0,2011,Average,Funding Type
grant,2376326.3833333333,2011,Average,Funding Type
non_equity_assistance,,2011,Average,Funding Type
post_ipo_debt,1500000.0,2011,Average,Funding Type
post_ipo_equity,46023942.071428575,2011,Average,Funding Type
private_equity,68661233.39520958,2011,Average,Funding Type
product_crowdfunding,3123966.0,2011,Average,Funding Type
secondary_market,206250000.0,2011,Average,Funding Type
seed,593580.470971564,2011,Average,Funding Type
undisclosed,7418568.145833333,2011,Average,Funding Type
venture,5969925.124763705,2011,Average,Funding Type
venture A,6669157.809255079,2011,Average,Funding Type
venture B,12479931.00189394,2011,Average,Funding Type
venture C,22318594.544354837,2011,Average,Funding Type
venture D,30125249.674418606,2011,Average,Funding Type
venture E,37490116.81632653,2011,Average,Funding Type
venture F,71776688.46153846,2011,Average,Funding Type
venture G,136233333.33333334,2011,Average,Funding Type
angel,889924.0710059172,2012,Average,Funding Type
convertible_note,1318080.4903846155,2012,Average,Funding Type
debt_financing,10425206.0,2012,Average,Funding Type
equity_crowdfunding,230152.8275862069,2012,Average,Funding Type
grant,758733.9,2012,Average,Funding Type
non_equity_assistance,,2012,Average,Funding Type
post_ipo_debt,15000000.0,2012,Average,Funding Type
post_ipo_equity,143430967.2857143,2012,Average,Funding Type
private_equity,50775372.81782946,2012,Average,Funding Type
product_crowdfunding,3163315.4583333335,2012,Average,Funding Type
secondary_market,42605000.0,2012,Average,Funding Type
seed,586954.1369193154,2012,Average,Funding Type
undisclosed,4437701.596385542,2012,Average,Funding Type
venture,5002449.052257737,2012,Average,Funding Type
venture A,6072766.800861141,2012,Average,Funding Type
venture B,11694841.080508474,2012,Average,Funding Type
venture C,19458861.21641791,2012,Average,Funding Type
venture D,27270006.364963505,2012,Average,Funding Type
venture E,26309975.188679244,2012,Average,Funding Type
venture F,22323681.0,2012,Average,Funding Type
venture G,36401423.5,2012,Average,Funding Type
angel,597666.283255086,2013,Average,Funding Type
convertible_note,562091.7474226804,2013,Average,Funding Type
debt_financing,19705341.622377623,2013,Average,Funding Type
equity_crowdfunding,282414.40579710144,2013,Average,Funding Type
grant,4313992.041062802,2013,Average,Funding Type
non_equity_assistance,291892.85714285716,2013,Average,Funding Type
post_ipo_debt,73100000.0,2013,Average,Funding Type
post_ipo_equity,85364116.51851852,2013,Average,Funding Type
private_equity,38932323.03562341,2013,Average,Funding Type
product_crowdfunding,1028744.0945945946,2013,Average,Funding Type
secondary_market,33859433.5,2013,Average,Funding Type
seed,635084.5770551866,2013,Average,Funding Type
undisclosed,5005908.379310345,2013,Average,Funding Type
venture,5068217.757117955,2013,Average,Funding Type
venture A,6019840.411764706,2013,Average,Funding Type
venture B,11494948.1742671,2013,Average,Funding Type
venture C,20512895.02097902,2013,Average,Funding Type
venture D,21333621.598540146,2013,Average,Funding Type
venture E,37123804.65671642,2013,Average,Funding Type
venture F,32578761.51724138,2013,Average,Funding Type
venture G,23864027.75,2013,Average,Funding Type
angel,689212.0813214739,2014,Average,Funding Type
convertible_note,863254.1617647059,2014,Average,Funding Type
debt_financing,39195998.35386119,2014,Average,Funding Type
equity_crowdfunding,485540.29345794395,2014,Average,Funding Type
grant,4297923.121535181,2014,Average,Funding Type
non_equity_assistance,144987.8,2014,Average,Funding Type
post_ipo_debt,241709044.6779661,2014,Average,Funding Type
post_ipo_equity,57677734.925925925,2014,Average,Funding Type
private_equity,103886383.41517857,2014,Average,Funding Type
product_crowdfunding,1201506.1834862386,2014,Average,Funding Type
secondary_market,107666662.33333333,2014,Average,Funding Type
seed,725370.2848582623,2014,Average,Funding Type
undisclosed,3609118.4281437127,2014,Average,Funding Type
venture,5798561.893008884,2014,Average,Funding Type
venture A,7456500.132298595,2014,Average,Funding Type
venture B,17891863.79392338,2014,Average,Funding Type
venture C,28585710.173333332,2014,Average,Funding Type
venture D,53083528.124223605,2014,Average,Funding Type
venture E,76599610.98717949,2014,Average,Funding Type
venture F,84938443.73333333,2014,Average,Funding Type
venture G,132599999.91666667,2014,Average,Funding Type
venture H,189750000.0,2014,Average,Funding Type
angel,865651.4648187633,2015,Average,Funding Type
convertible_note,1875545.2524271845,2015,Average,Funding Type
debt_financing,19046444.102766797,2015,Average,Funding Type
equity_crowdfunding,760584.5869565217,2015,Average,Funding Type
grant,2972781.1219512196,2015,Average,Funding Type
non_equity_assistance,209031.71875,2015,Average,Funding Type
post_ipo_debt,36264925.782608695,2015,Average,Funding Type
post_ipo_equity,39472351.34042553,2015,Average,Funding Type
private_equity,156848706.05732483,2015,Average,Funding Type
product_crowdfunding,939526.4329896907,2015,Average,Funding Type
secondary_market,56202500.0,2015,Average,Funding Type
seed,922095.656076496,2015,Average,Funding Type
undisclosed,51884184.55494505,2015,Average,Funding Type
venture,8448012.624074074,2015,Average,Funding Type
venture A,9502596.915384615,2015,Average,Funding Type
venture B,22261850.26839237,2015,Average,Funding Type
venture C,34101295.70812183,2015,Average,Funding Type
venture D,62751934.92613637,2015,Average,Funding Type
venture E,105477322.80232558,2015,Average,Funding Type
venture F,109240615.9375,2015,Average,Funding Type
venture G,79639764.70588236,2015,Average,Funding Type
venture H,150000000.0,2015,Average,Funding Type
USA,0.0,1960,Sum,Company Country
USA,0.0,1973,Sum,Company Country
USA,250000.0,1977,Sum,Company Country
USA,1000000.0,1979,Sum,Company Country
BRA,155000.0,1982,Sum,Company Country
USA,100000.0,1984,Sum,Company Country
BRA,1078000.0,1985,Sum,Company Country
USA,0.0,1985,Sum,Company Country
ISR,0.0,1986,Sum,Company Country
USA,0.0,1986,Sum,Company Country
BRA,476000.0,1987,Sum,Company Country
USA,2500000.0,1987,Sum,Company Country
USA,0.0,1988,Sum,Company Country
USA,15000.0,1989,Sum,Company Country
CAN,17550000.0,1990,Sum,Company Country
DEU,0.0,1990,Sum,Company Country
USA,1060000.0,1990,Sum,Company Country
USA,0.0,1991,Sum,Company Country
BRA,498000.0,1992,Sum,Company Country
USA,0.0,1992,Sum,Company Country
DEU,0.0,1993,Sum,Company Country
IND,0.0,1993,Sum,Company Country
USA,125000.0,1993,Sum,Company Country
BEL,1000000.0,1994,Sum,Company Country
BRA,1000000.0,1994,Sum,Company Country
CHN,1000000.0,1994,Sum,Company Country
ISR,400000.0,1994,Sum,Company Country
USA,0.0,1994,Sum,Company Country
CHN,8500000.0,1995,Sum,Company Country
JPN,0.0,1995,Sum,Company Country
USA,9300000.0,1995,Sum,Company Country
ARG,3930000.0,1996,Sum,Company Country
CHN,42000000.0,1996,Sum,Company Country
GBR,0.0,1996,Sum,Company Country
USA,14012500.0,1996,Sum,Company Country
ARG,2520000.0,1997,Sum,Company Country
CHN,65500000.0,1997,Sum,Company Country
USA,73250000.0,1997,Sum,Company Country
CHN,0.0,1998,Sum,Company Country
DEU,0.0,1998,Sum,Company Country
GBR,6500000.0,1998,Sum,Company Country
JPN,200000.0,1998,Sum,Company Country
NLD,0.0,1998,Sum,Company Country
POL,2000.0,1998,Sum,Company Country
USA,138036990.0,1998,Sum,Company Country
ARG,1500000.0,1999,Sum,Company Country
AUS,1250000.0,1999,Sum,Company Country
BRA,319055.0,1999,Sum,Company Country
CAN,41870000.0,1999,Sum,Company Country
CHE,0.0,1999,Sum,Company Country
CHN,140175135.0,1999,Sum,Company Country
DEU,15546866.0,1999,Sum,Company Country
ESP,115200.0,1999,Sum,Company Country
FRA,4084828.0,1999,Sum,Company Country
GBR,74126788.0,1999,Sum,Company Country
IRL,3429046.0,1999,Sum,Company Country
ISL,0.0,1999,Sum,Company Country
ISR,4000000.0,1999,Sum,Company Country
ITA,0.0,1999,Sum,Company Country
NLD,0.0,1999,Sum,Company Country
SGP,0.0,1999,Sum,Company Country
USA,2590894734.0,1999,Sum,Company Country
ARE,0.0,2000,Sum,Company Country
ARG,16170000.0,2000,Sum,Company Country
AUS,9200000.0,2000,Sum,Company Country
AUT,0.0,2000,Sum,Company Country
BEL,900000.0,2000,Sum,Company Country
BRA,1338834.0,2000,Sum,Company Country
CAN,7472361.0,2000,Sum,Company Country
CHE,14000000.0,2000,Sum,Company Country
CHN,70543791.0,2000,Sum,Company Country
DEU,19186290.0,2000,Sum,Company Country
DNK,1000000.0,2000,Sum,Company Country
FRA,68211058.0,2000,Sum,Company Country
GBR,1009021896.0,2000,Sum,Company Country
IND,0.0,2000,Sum,Company Country
ISR,34000000.0,2000,Sum,Company Country
ITA,1356210.0,2000,Sum,Company Country
JPN,42175656.0,2000,Sum,Company Country
MYS,5000000.0,2000,Sum,Company Country
NGA,6000000.0,2000,Sum,Company Country
PRT,0.0,2000,Sum,Company Country
SWE,29415742.0,2000,Sum,Company Country
TUR,0.0,2000,Sum,Company Country
USA,5174009794.0,2000,Sum,Company Country
ARG,655000.0,2001,Sum,Company Country
AUT,38000000.0,2001,Sum,Company Country
BEL,3509200.0,2001,Sum,Company Country
BRA,1980655.0,2001,Sum,Company Country
CAN,95710681.0,2001,Sum,Company Country
CHE,8323094.0,2001,Sum,Company Country
CHN,42623038.0,2001,Sum,Company Country
DEU,39953887.0,2001,Sum,Company Country
EST,2800000.0,2001,Sum,Company Country
FRA,6476174.0,2001,Sum,Company Country
GBR,165195357.0,2001,Sum,Company Country
IND,6000000.0,2001,Sum,Company Country
IRL,13352270.0,2001,Sum,Company Country
ISR,89000000.0,2001,Sum,Company Country
JPN,7278621.0,2001,Sum,Company Country
KOR,2000000.0,2001,Sum,Company Country
MNE,12200000.0,2001,Sum,Company Country
NLD,21000000.0,2001,Sum,Company Country
POL,0.0,2001,Sum,Company Country
SGP,16600000.0,2001,Sum,Company Country
SWE,3733834.0,2001,Sum,Company Country
TTO,4000000.0,2001,Sum,Company Country
USA,5871088829.0,2001,Sum,Company Country
AUS,11240000.0,2002,Sum,Company Country
AUT,18000000.0,2002,Sum,Company Country
BEL,4898950.0,2002,Sum,Company Country
BRA,242132.0,2002,Sum,Company Country
CAN,68508055.0,2002,Sum,Company Country
CHE,13439178.0,2002,Sum,Company Country
CHN,31936676.0,2002,Sum,Company Country
COL,0.0,2002,Sum,Company Country
DEU,119403162.0,2002,Sum,Company Country
FRA,74974898.0,2002,Sum,Company Country
GBR,105765861.0,2002,Sum,Company Country
HKG,495650.0,2002,Sum,Company Country
IRL,101004062.0,2002,Sum,Company Country
ISR,25500000.0,2002,Sum,Company Country
ITA,7275635.0,2002,Sum,Company Country
JPN,45600000.0,2002,Sum,Company Country
LUX,250000.0,2002,Sum,Company Country
MYS,11400000.0,2002,Sum,Company Country
NGA,6000000.0,2002,Sum,Company Country
NZL,20000000.0,2002,Sum,Company Country
PHL,0.0,2002,Sum,Company Country
SWE,1625482.0,2002,Sum,Company Country
TTO,4350000.0,2002,Sum,Company Country
TWN,0.0,2002,Sum,Company Country
USA,5394338562.0,2002,Sum,Company Country
AUS,250000.0,2003,Sum,Company Country
AUT,34000000.0,2003,Sum,Company Country
BEL,20313075.0,2003,Sum,Company Country
BMU,220800000.0,2003,Sum,Company Country
CAN,159444341.0,2003,Sum,Company Country
CHE,30917468.0,2003,Sum,Company Country
CHN,120452970.0,2003,Sum,Company Country
DEU,42683358.0,2003,Sum,Company Country
DNK,21590000.0,2003,Sum,Company Country
ESP,694814.0,2003,Sum,Company Country
FRA,38952365.0,2003,Sum,Company Country
GBR,281339378.0,2003,Sum,Company Country
HKG,20000000.0,2003,Sum,Company Country
IND,5000000.0,2003,Sum,Company Country
IRL,3240907.0,2003,Sum,Company Country
ISR,42000000.0,2003,Sum,Company Country
JPN,113600000.0,2003,Sum,Company Country
KNA,15000000.0,2003,Sum,Company Country
KOR,500000.0,2003,Sum,Company Country
LTU,2000000.0,2003,Sum,Company Country
LUX,0.0,2003,Sum,Company Country
MYS,13000000.0,2003,Sum,Company Country
NLD,0.0,2003,Sum,Company Country
PAK,0.0,2003,Sum,Company Country
SGP,217700000.0,2003,Sum,Company Country
SWE,7013632.0,2003,Sum,Company Country
TWN,3000000.0,2003,Sum,Company Country
USA,12639165015.0,2003,Sum,Company Country
AUS,16000000.0,2004,Sum,Company Country
BEL,30824244.0,2004,Sum,Company Country
BMU,0.0,2004,Sum,Company Country
BRA,350000.0,2004,Sum,Company Country
CAN,161269163.0,2004,Sum,Company Country
CHE,33987170.0,2004,Sum,Company Country
CHN,369881735.0,2004,Sum,Company Country
DEU,122028200.0,2004,Sum,Company Country
DNK,36958281.0,2004,Sum,Company Country
FIN,7222384.0,2004,Sum,Company Country
FRA,715390635.0,2004,Sum,Company Country
GBR,153986335.0,2004,Sum,Company Country
IND,7500000.0,2004,Sum,Company Country
IRL,7817545.0,2004,Sum,Company Country
ISL,7240750.0,2004,Sum,Company Country
ISR,58900000.0,2004,Sum,Company Country
ITA,13853148.0,2004,Sum,Company Country
JPN,92985672.0,2004,Sum,Company Country
LUX,18800000.0,2004,Sum,Company Country
MYS,15000000.0,2004,Sum,Company Country
NLD,0.0,2004,Sum,Company Country
ROM,3500000.0,2004,Sum,Company Country
RUS,0.0,2004,Sum,Company Country
SGP,32045000.0,2004,Sum,Company Country
SWE,14312307.0,2004,Sum,Company Country
TWN,50500000.0,2004,Sum,Company Country
USA,9758414342.0,2004,Sum,Company Country
AUS,27456219.0,2005,Sum,Company Country
AUT,4665080.0,2005,Sum,Company Country
BEL,28732600.0,2005,Sum,Company Country
BRA,0.0,2005,Sum,Company Country
CAN,674419852.0,2005,Sum,Company Country
CHE,113640662.0,2005,Sum,Company Country
CHN,1386232633.0,2005,Sum,Company Country
CMR,0.0,2005,Sum,Company Country
CYM,1250000.0,2005,Sum,Company Country
DEU,307111220.0,2005,Sum,Company Country
DNK,185180000.0,2005,Sum,Company Country
ESP,43702000.0,2005,Sum,Company Country
FIN,40632200.0,2005,Sum,Company Country
FRA,268542597.0,2005,Sum,Company Country
GBR,561332029.0,2005,Sum,Company Country
GHA,15000000.0,2005,Sum,Company Country
HKG,500000.0,2005,Sum,Company Country
IDN,2000000.0,2005,Sum,Company Country
IND,83800000.0,2005,Sum,Company Country
IRL,88102725.0,2005,Sum,Company Country
ISR,230640000.0,2005,Sum,Company Country
ITA,9642050.0,2005,Sum,Company Country
JOR,0.0,2005,Sum,Company Country
JPN,3277464.0,2005,Sum,Company Country
KOR,11000000.0,2005,Sum,Company Country
LBN,0.0,2005,Sum,Company Country
LUX,3900000.0,2005,Sum,Company Country
MAF,14403184.0,2005,Sum,Company Country
MYS,168000000.0,2005,Sum,Company Country
NGA,31600000.0,2005,Sum,Company Country
NLD,54502480.0,2005,Sum,Company Country
NOR,27156389.0,2005,Sum,Company Country
NZL,3000000.0,2005,Sum,Company Country
POL,78000.0,2005,Sum,Company Country
PRT,1918000.0,2005,Sum,Company Country
RUS,0.0,2005,Sum,Company Country
SVK,500000.0,2005,Sum,Company Country
SWE,79357635.0,2005,Sum,Company Country
TUR,0.0,2005,Sum,Company Country
TWN,0.0,2005,Sum,Company Country
USA,12351457073.0,2005,Sum,Company Country
ZAF,3307000.0,2005,Sum,Company Country
ARE,5450000.0,2006,Sum,Company Country
ARG,7730000.0,2006,Sum,Company Country
AUS,4819833.0,2006,Sum,Company Country
AUT,6610000.0,2006,Sum,Company Country
BEL,129409490.0,2006,Sum,Company Country
BGR,5000.0,2006,Sum,Company Country
BMU,210000000.0,2006,Sum,Company Country
BRA,444468981.0,2006,Sum,Company Country
CAN,395654693.0,2006,Sum,Company Country
CHE,56097000.0,2006,Sum,Company Country
CHL,6000.0,2006,Sum,Company Country
CHN,808413125.0,2006,Sum,Company Country
CYM,5000000.0,2006,Sum,Company Country
CZE,3040100.0,2006,Sum,Company Country
DEU,184425928.0,2006,Sum,Company Country
DNK,53562000.0,2006,Sum,Company Country
ESP,97895592.0,2006,Sum,Company Country
EST,2123000.0,2006,Sum,Company Country
FIN,64647800.0,2006,Sum,Company Country
FRA,325023908.0,2006,Sum,Company Country
GBR,742760987.0,2006,Sum,Company Country
GGY,3960000.0,2006,Sum,Company Country
HKG,10940000.0,2006,Sum,Company Country
IDN,3000000.0,2006,Sum,Company Country
IND,451930000.0,2006,Sum,Company Country
IRL,76935331.0,2006,Sum,Company Country
ISL,6617549.0,2006,Sum,Company Country
ISR,479125270.0,2006,Sum,Company Country
ITA,4398480.0,2006,Sum,Company Country
JPN,85678894.0,2006,Sum,Company Country
KOR,28500000.0,2006,Sum,Company Country
LUX,0.0,2006,Sum,Company Country
MEX,0.0,2006,Sum,Company Country
MYS,13120000.0,2006,Sum,Company Country
NLD,56957919.0,2006,Sum,Company Country
NOR,143220000.0,2006,Sum,Company Country
NZL,2370000.0,2006,Sum,Company Country
POL,1013000.0,2006,Sum,Company Country
PRI,250000.0,2006,Sum,Company Country
PRT,1260000.0,2006,Sum,Company Country
RUS,6500000.0,2006,Sum,Company Country
SGP,12170000.0,2006,Sum,Company Country
SVK,3650000.0,2006,Sum,Company Country
SWE,114934630.0,2006,Sum,Company Country
TUR,5380000.0,2006,Sum,Company Country
TWN,7500000.0,2006,Sum,Company Country
UKR,50000.0,2006,Sum,Company Country
USA,32785048010.0,2006,Sum,Company Country
VNM,7000000.0,2006,Sum,Company Country
ARG,1800000.0,2007,Sum,Company Country
AUS,30349473.0,2007,Sum,Company Country
AUT,60971806.0,2007,Sum,Company Country
BEL,127646257.0,2007,Sum,Company Country
BMU,15000000.0,2007,Sum,Company Country
BRA,200300000.0,2007,Sum,Company Country
CAN,623752721.0,2007,Sum,Company Country
CHE,129099855.0,2007,Sum,Company Country
CHL,500000.0,2007,Sum,Company Country
CHN,1096387126.0,2007,Sum,Company Country
CYP,0.0,2007,Sum,Company Country
CZE,2025750.0,2007,Sum,Company Country
DEU,400852892.0,2007,Sum,Company Country
DNK,145051102.0,2007,Sum,Company Country
ESP,195032758.0,2007,Sum,Company Country
EST,131350.0,2007,Sum,Company Country
FIN,13303251.0,2007,Sum,Company Country
FRA,605855958.0,2007,Sum,Company Country
GBR,1493390840.0,2007,Sum,Company Country
GRC,500000.0,2007,Sum,Company Country
HKG,21500000.0,2007,Sum,Company Country
HUN,250000.0,2007,Sum,Company Country
IDN,16600000.0,2007,Sum,Company Country
IND,272467000.0,2007,Sum,Company Country
IRL,121814255.0,2007,Sum,Company Country
ISL,250000.0,2007,Sum,Company Country
ISR,384735356.0,2007,Sum,Company Country
ITA,13016732.0,2007,Sum,Company Country
JPN,19294655.0,2007,Sum,Company Country
KOR,55590000.0,2007,Sum,Company Country
LIE,5591716.0,2007,Sum,Company Country
LTU,1860000.0,2007,Sum,Company Country
LUX,449300000.0,2007,Sum,Company Country
LVA,376000.0,2007,Sum,Company Country
MAF,14840000.0,2007,Sum,Company Country
MCO,657000.0,2007,Sum,Company Country
MUS,526235.0,2007,Sum,Company Country
MYS,940000.0,2007,Sum,Company Country
NLD,1037502457.0,2007,Sum,Company Country
NOR,23183000.0,2007,Sum,Company Country
NZL,17350000.0,2007,Sum,Company Country
POL,630000.0,2007,Sum,Company Country
PRT,4110000.0,2007,Sum,Company Country
ROM,9940000.0,2007,Sum,Company Country
RUS,210000000.0,2007,Sum,Company Country
SEN,2860000.0,2007,Sum,Company Country
SGP,25852000.0,2007,Sum,Company Country
SWE,118380573.0,2007,Sum,Company Country
TUR,5650000.0,2007,Sum,Company Country
TWN,65000000.0,2007,Sum,Company Country
URY,1000000.0,2007,Sum,Company Country
USA,25426470346.0,2007,Sum,Company Country
UZB,90000.0,2007,Sum,Company Country
VNM,17650000.0,2007,Sum,Company Country
ZAF,8930000.0,2007,Sum,Company Country
ARE,70000000.0,2008,Sum,Company Country
ARG,27680000.0,2008,Sum,Company Country
ARM,26517500.0,2008,Sum,Company Country
AUS,59307380.0,2008,Sum,Company Country
AUT,19191608.0,2008,Sum,Company Country
BAH,1200000.0,2008,Sum,Company Country
BEL,39470463.0,2008,Sum,Company Country
BGD,25000.0,2008,Sum,Company Country
BRA,159300000.0,2008,Sum,Company Country
CAN,849584479.0,2008,Sum,Company Country
CHE,213090216.0,2008,Sum,Company Country
CHN,2132365168.0,2008,Sum,Company Country
COL,375000.0,2008,Sum,Company Country
CYM,6000000.0,2008,Sum,Company Country
CZE,108615600.0,2008,Sum,Company Country
DEU,219965499.0,2008,Sum,Company Country
DNK,41829137.0,2008,Sum,Company Country
ESP,291695162.0,2008,Sum,Company Country
EST,9646156.0,2008,Sum,Company Country
FIN,82875600.0,2008,Sum,Company Country
FRA,302872376.0,2008,Sum,Company Country
GBR,1702661999.0,2008,Sum,Company Country
HKG,5000000.0,2008,Sum,Company Country
HND,0.0,2008,Sum,Company Country
HRV,1331100.0,2008,Sum,Company Country
IDN,5000000.0,2008,Sum,Company Country
IND,850863050.0,2008,Sum,Company Country
IRL,135589907.0,2008,Sum,Company Country
ISR,564046990.0,2008,Sum,Company Country
ITA,69506993.0,2008,Sum,Company Country
JOR,1000000.0,2008,Sum,Company Country
JPN,73194970.0,2008,Sum,Company Country
KEN,200000.0,2008,Sum,Company Country
KHM,0.0,2008,Sum,Company Country
KOR,21100000.0,2008,Sum,Company Country
LTU,28100000.0,2008,Sum,Company Country
LUX,124690.0,2008,Sum,Company Country
MEX,0.0,2008,Sum,Company Country
MKD,0.0,2008,Sum,Company Country
MYS,22007363.0,2008,Sum,Company Country
NGA,0.0,2008,Sum,Company Country
NLD,108925640.0,2008,Sum,Company Country
NOR,65454000.0,2008,Sum,Company Country
NPL,200000.0,2008,Sum,Company Country
NZL,1086000.0,2008,Sum,Company Country
PAK,2025000.0,2008,Sum,Company Country
PHL,105000.0,2008,Sum,Company Country
POL,55235536.0,2008,Sum,Company Country
PRT,8514000.0,2008,Sum,Company Country
RUS,94030000.0,2008,Sum,Company Country
SGP,105740520.0,2008,Sum,Company Country
SLV,350000.0,2008,Sum,Company Country
SVK,0.0,2008,Sum,Company Country
SVN,252040.0,2008,Sum,Company Country
SWE,154842695.0,2008,Sum,Company Country
TUR,20240000.0,2008,Sum,Company Country
TWN,57325839.0,2008,Sum,Company Country
UKR,200000.0,2008,Sum,Company Country
USA,25814294849.0,2008,Sum,Company Country
VNM,6990000.0,2008,Sum,Company Country
ZAF,760000.0,2008,Sum,Company Country
ARE,6201250.0,2009,Sum,Company Country
ARG,8819083.0,2009,Sum,Company Country
AUS,120665636.0,2009,Sum,Company Country
AUT,9826426.0,2009,Sum,Company Country
AZE,2000.0,2009,Sum,Company Country
BEL,319835424.0,2009,Sum,Company Country
BGR,0.0,2009,Sum,Company Country
BRA,67274390.0,2009,Sum,Company Country
CAN,542207498.0,2009,Sum,Company Country
CHE,397596211.0,2009,Sum,Company Country
CHL,0.0,2009,Sum,Company Country
CHN,978439823.0,2009,Sum,Company Country
CMR,4561.0,2009,Sum,Company Country
COL,4400000.0,2009,Sum,Company Country
CRI,350000.0,2009,Sum,Company Country
CYM,27120000.0,2009,Sum,Company Country
CYP,100000.0,2009,Sum,Company Country
CZE,0.0,2009,Sum,Company Country
DEU,281687227.0,2009,Sum,Company Country
DNK,72123376.0,2009,Sum,Company Country
EGY,2000000.0,2009,Sum,Company Country
ESP,57811030.0,2009,Sum,Company Country
EST,777987.0,2009,Sum,Company Country
FIN,24106090.0,2009,Sum,Company Country
FRA,484421280.0,2009,Sum,Company Country
GBR,1416907623.0,2009,Sum,Company Country
GHA,300000.0,2009,Sum,Company Country
HKG,52876474.0,2009,Sum,Company Country
HUN,380000.0,2009,Sum,Company Country
IND,129685756.0,2009,Sum,Company Country
IRL,192035205.0,2009,Sum,Company Country
ISL,960273.0,2009,Sum,Company Country
ISR,369025005.0,2009,Sum,Company Country
ITA,12130349.0,2009,Sum,Company Country
JOR,744535.0,2009,Sum,Company Country
JPN,75412493.0,2009,Sum,Company Country
KEN,1895740.0,2009,Sum,Company Country
KHM,0.0,2009,Sum,Company Country
KOR,92731551.0,2009,Sum,Company Country
KWT,14000000.0,2009,Sum,Company Country
LTU,150000.0,2009,Sum,Company Country
LUX,50000000.0,2009,Sum,Company Country
LVA,148680.0,2009,Sum,Company Country
MDA,14168.0,2009,Sum,Company Country
MEX,20000.0,2009,Sum,Company Country
MLT,429420.0,2009,Sum,Company Country
MYS,14701547.0,2009,Sum,Company Country
NLD,670070852.0,2009,Sum,Company Country
NOR,201329308.0,2009,Sum,Company Country
NZL,27265300.0,2009,Sum,Company Country
PAK,100000.0,2009,Sum,Company Country
PHL,136600000.0,2009,Sum,Company Country
POL,125000.0,2009,Sum,Company Country
PRT,84549.0,2009,Sum,Company Country
ROM,0.0,2009,Sum,Company Country
RUS,28085000.0,2009,Sum,Company Country
SGP,44907448.0,2009,Sum,Company Country
SRB,4349432.0,2009,Sum,Company Country
SVK,4500000.0,2009,Sum,Company Country
SWE,88920066.0,2009,Sum,Company Country
TAN,0.0,2009,Sum,Company Country
THA,4510000.0,2009,Sum,Company Country
TUR,147646420.0,2009,Sum,Company Country
TWN,51705445.0,2009,Sum,Company Country
UGA,115000.0,2009,Sum,Company Country
UKR,20000.0,2009,Sum,Company Country
URY,580000.0,2009,Sum,Company Country
USA,32250714935.0,2009,Sum,Company Country
VNM,3820509.0,2009,Sum,Company Country
ZAF,7929218.0,2009,Sum,Company Country
ARE,22643540.0,2010,Sum,Company Country
ARG,44655000.0,2010,Sum,Company Country
AUS,95242038.0,2010,Sum,Company Country
AUT,15245438.0,2010,Sum,Company Country
BEL,92688959.0,2010,Sum,Company Country
BGR,200000.0,2010,Sum,Company Country
BLM,350000.0,2010,Sum,Company Country
BLR,10000.0,2010,Sum,Company Country
BRA,91133657.0,2010,Sum,Company Country
CAN,533390216.0,2010,Sum,Company Country
CHE,712385591.0,2010,Sum,Company Country
CHL,3451365.0,2010,Sum,Company Country
CHN,2285103530.0,2010,Sum,Company Country
