x-axis,value,Year,Transformation,Category
COL,207500.0,2010,Sum,Company Country
CYM,32503025.0,2010,Sum,Company Country
CZE,100000000.0,2010,Sum,Company Country
DEU,524714723.0,2010,Sum,Company Country
DNK,55062252.0,2010,Sum,Company Country
EGY,1150000.0,2010,Sum,Company Country
ESP,186320983.0,2010,Sum,Company Country
EST,9072238.0,2010,Sum,Company Country
FIN,83792888.0,2010,Sum,Company Country
FRA,592016458.0,2010,Sum,Company Country
GBR,1518376812.0,2010,Sum,Company Country
GHA,130000.0,2010,Sum,Company Country
GIB,8500000.0,2010,Sum,Company Country
GRC,5680485.0,2010,Sum,Company Country
HKG,117160000.0,2010,Sum,Company Country
HRV,0.0,2010,Sum,Company Country
HUN,3639150.0,2010,Sum,Company Country
IND,629656881.0,2010,Sum,Company Country
IRL,100497601.0,2010,Sum,Company Country
ISL,17223562.0,2010,Sum,Company Country
ISR,362903012.0,2010,Sum,Company Country
ITA,17438742.0,2010,Sum,Company Country
JOR,3000000.0,2010,Sum,Company Country
JPN,359808664.0,2010,Sum,Company Country
KEN,1500000.0,2010,Sum,Company Country
KHM,0.0,2010,Sum,Company Country
KOR,36337582.0,2010,Sum,Company Country
LAO,0.0,2010,Sum,Company Country
LBN,1100000.0,2010,Sum,Company Country
LTU,229833.0,2010,Sum,Company Country
LUX,59765032.0,2010,Sum,Company Country
LVA,280221.0,2010,Sum,Company Country
MDA,59008.0,2010,Sum,Company Country
MEX,375620000.0,2010,Sum,Company Country
MLT,11373300.0,2010,Sum,Company Country
MYS,10000.0,2010,Sum,Company Country
NGA,232700.0,2010,Sum,Company Country
NLD,1313681806.0,2010,Sum,Company Country
NOR,112997151.0,2010,Sum,Company Country
NZL,23863773.0,2010,Sum,Company Country
PER,32570.0,2010,Sum,Company Country
PHL,700000.0,2010,Sum,Company Country
POL,12506000.0,2010,Sum,Company Country
PRT,1388254.0,2010,Sum,Company Country
ROM,9568630.0,2010,Sum,Company Country
RUS,62734230.0,2010,Sum,Company Country
SGP,162236752.0,2010,Sum,Company Country
SLV,50000.0,2010,Sum,Company Country
SOM,2000000.0,2010,Sum,Company Country
SWE,140711831.0,2010,Sum,Company Country
THA,2280861.0,2010,Sum,Company Country
TUN,3920000.0,2010,Sum,Company Country
TUR,30388827.0,2010,Sum,Company Country
TWN,263824040.0,2010,Sum,Company Country
UKR,90000.0,2010,Sum,Company Country
URY,20000.0,2010,Sum,Company Country
USA,36384954365.0,2010,Sum,Company Country
VNM,5420000.0,2010,Sum,Company Country
ZAF,0.0,2010,Sum,Company Country
ARE,616420.0,2011,Sum,Company Country
ARG,18217058.0,2011,Sum,Company Country
AUS,146478693.0,2011,Sum,Company Country
AUT,217975914.0,2011,Sum,Company Country
BEL,82841532.0,2011,Sum,Company Country
BGD,166696.0,2011,Sum,Company Country
BGR,2000000.0,2011,Sum,Company Country
BHR,0.0,2011,Sum,Company Country
BLR,20000.0,2011,Sum,Company Country
BRA,166901550.0,2011,Sum,Company Country
CAN,991047971.0,2011,Sum,Company Country
CHE,212966081.0,2011,Sum,Company Country
CHL,2858336.0,2011,Sum,Company Country
CHN,4212517924.0,2011,Sum,Company Country
COL,2826599.0,2011,Sum,Company Country
CYM,4384832.0,2011,Sum,Company Country
CYP,7632609.0,2011,Sum,Company Country
CZE,3473500.0,2011,Sum,Company Country
DEU,385002547.0,2011,Sum,Company Country
DMA,100000.0,2011,Sum,Company Country
DNK,301333072.0,2011,Sum,Company Country
ECU,40000.0,2011,Sum,Company Country
EGY,21189.0,2011,Sum,Company Country
ESP,492739031.0,2011,Sum,Company Country
EST,147952.0,2011,Sum,Company Country
FIN,129558738.0,2011,Sum,Company Country
FRA,380254291.0,2011,Sum,Company Country
GBR,2254677297.0,2011,Sum,Company Country
GIB,10429912.0,2011,Sum,Company Country
GRC,1690921.0,2011,Sum,Company Country
HKG,38861134.0,2011,Sum,Company Country
HRV,20000.0,2011,Sum,Company Country
HUN,3700000.0,2011,Sum,Company Country
IDN,7220000.0,2011,Sum,Company Country
IND,549184359.0,2011,Sum,Company Country
IRL,163471569.0,2011,Sum,Company Country
ISL,1000000.0,2011,Sum,Company Country
ISR,558023164.0,2011,Sum,Company Country
ITA,47671908.0,2011,Sum,Company Country
JOR,5166000.0,2011,Sum,Company Country
JPN,189261420.0,2011,Sum,Company Country
KEN,140000.0,2011,Sum,Company Country
KHM,0.0,2011,Sum,Company Country
KOR,62482266.0,2011,Sum,Company Country
KWT,50000.0,2011,Sum,Company Country
LAO,0.0,2011,Sum,Company Country
LBN,100000.0,2011,Sum,Company Country
LIE,7500000.0,2011,Sum,Company Country
LTU,150000.0,2011,Sum,Company Country
LUX,700416.0,2011,Sum,Company Country
LVA,809631.0,2011,Sum,Company Country
MAR,0.0,2011,Sum,Company Country
MEX,112685403.0,2011,Sum,Company Country
MYS,2712368.0,2011,Sum,Company Country
NGA,8000.0,2011,Sum,Company Country
NLD,213631737.0,2011,Sum,Company Country
NOR,34649224.0,2011,Sum,Company Country
NPL,5000.0,2011,Sum,Company Country
NZL,7428203.0,2011,Sum,Company Country
PAK,84000.0,2011,Sum,Company Country
PAN,253000.0,2011,Sum,Company Country
PER,20232584.0,2011,Sum,Company Country
PHL,300000.0,2011,Sum,Company Country
POL,2528977.0,2011,Sum,Company Country
PRT,2916890.0,2011,Sum,Company Country
ROM,3668100.0,2011,Sum,Company Country
RUS,292185500.0,2011,Sum,Company Country
SGP,75040133.0,2011,Sum,Company Country
SRB,650000.0,2011,Sum,Company Country
SVK,383940.0,2011,Sum,Company Country
SWE,174643278.0,2011,Sum,Company Country
SYC,35000.0,2011,Sum,Company Country
THA,950000.0,2011,Sum,Company Country
TUR,67767865.0,2011,Sum,Company Country
TWN,26000000.0,2011,Sum,Company Country
UKR,5000.0,2011,Sum,Company Country
URY,10000000.0,2011,Sum,Company Country
USA,42759478559.0,2011,Sum,Company Country
VNM,3500000.0,2011,Sum,Company Country
ZAF,21200000.0,2011,Sum,Company Country
ARE,66319000.0,2012,Sum,Company Country
ARG,43811574.0,2012,Sum,Company Country
AUS,122901026.0,2012,Sum,Company Country
AUT,18699710.0,2012,Sum,Company Country
BEL,89105473.0,2012,Sum,Company Country
BGD,247612.0,2012,Sum,Company Country
BGR,928919.0,2012,Sum,Company Country
BHR,76269.0,2012,Sum,Company Country
BRA,302430957.0,2012,Sum,Company Country
CAN,966953790.0,2012,Sum,Company Country
CHE,238678099.0,2012,Sum,Company Country
CHL,14719763.0,2012,Sum,Company Country
CHN,4236543207.0,2012,Sum,Company Country
COL,28951333.0,2012,Sum,Company Country
CYP,1270033.0,2012,Sum,Company Country
CZE,7408002.0,2012,Sum,Company Country
DEU,815857178.0,2012,Sum,Company Country
DNK,70220101.0,2012,Sum,Company Country
DOM,38598.0,2012,Sum,Company Country
ECU,130213.0,2012,Sum,Company Country
EGY,394000.0,2012,Sum,Company Country
ESP,124243924.0,2012,Sum,Company Country
EST,472106.0,2012,Sum,Company Country
FIN,62589440.0,2012,Sum,Company Country
FRA,551324278.0,2012,Sum,Company Country
GBR,1709599026.0,2012,Sum,Company Country
GHA,0.0,2012,Sum,Company Country
GRC,197359.0,2012,Sum,Company Country
GTM,221434.0,2012,Sum,Company Country
HKG,66795500.0,2012,Sum,Company Country
HRV,52324.0,2012,Sum,Company Country
HUN,3917091.0,2012,Sum,Company Country
IDN,41574000.0,2012,Sum,Company Country
IND,759102894.0,2012,Sum,Company Country
IRL,75690569.0,2012,Sum,Company Country
ISL,20016000.0,2012,Sum,Company Country
ISR,451878618.0,2012,Sum,Company Country
ITA,128058850.0,2012,Sum,Company Country
JAM,32000.0,2012,Sum,Company Country
JOR,10690000.0,2012,Sum,Company Country
JPN,214130932.0,2012,Sum,Company Country
KEN,1570000.0,2012,Sum,Company Country
KOR,104781844.0,2012,Sum,Company Country
LBN,1203000.0,2012,Sum,Company Country
LKA,31500.0,2012,Sum,Company Country
LTU,627770.0,2012,Sum,Company Country
LUX,10795837.0,2012,Sum,Company Country
LVA,7550000.0,2012,Sum,Company Country
MDA,20224.0,2012,Sum,Company Country
MEX,3195621.0,2012,Sum,Company Country
MLT,385984.0,2012,Sum,Company Country
MUS,35000.0,2012,Sum,Company Country
MYS,1460333.0,2012,Sum,Company Country
NGA,12560000.0,2012,Sum,Company Country
NIC,700000.0,2012,Sum,Company Country
NLD,207824920.0,2012,Sum,Company Country
NOR,13942719.0,2012,Sum,Company Country
NZL,72173288.0,2012,Sum,Company Country
PAK,175000.0,2012,Sum,Company Country
PAN,2100000.0,2012,Sum,Company Country
PER,1038677.0,2012,Sum,Company Country
PHL,1385000.0,2012,Sum,Company Country
POL,9125681.0,2012,Sum,Company Country
PRT,4160685.0,2012,Sum,Company Country
ROM,2072369.0,2012,Sum,Company Country
RUS,1275732907.0,2012,Sum,Company Country
RWA,0.0,2012,Sum,Company Country
SAU,0.0,2012,Sum,Company Country
SGP,90714688.0,2012,Sum,Company Country
SVK,13058.0,2012,Sum,Company Country
SVN,3178015.0,2012,Sum,Company Country
SWE,157370276.0,2012,Sum,Company Country
THA,3225414.0,2012,Sum,Company Country
TUR,69408266.0,2012,Sum,Company Country
TWN,155594138.0,2012,Sum,Company Country
UGA,0.0,2012,Sum,Company Country
UKR,840000.0,2012,Sum,Company Country
URY,605000.0,2012,Sum,Company Country
USA,42879405481.0,2012,Sum,Company Country
VEN,50116.0,2012,Sum,Company Country
VNM,0.0,2012,Sum,Company Country
ZAF,30436000.0,2012,Sum,Company Country
ARE,21434000.0,2013,Sum,Company Country
ARG,31121979.0,2013,Sum,Company Country
AUS,707890005.0,2013,Sum,Company Country
AUT,37909980.0,2013,Sum,Company Country
AZE,210000.0,2013,Sum,Company Country
BEL,182698214.0,2013,Sum,Company Country
BGD,942600.0,2013,Sum,Company Country
BGR,3746155.0,2013,Sum,Company Country
BMU,526666000.0,2013,Sum,Company Country
BRA,228451045.0,2013,Sum,Company Country
CAN,2926391263.0,2013,Sum,Company Country
CHE,356709817.0,2013,Sum,Company Country
CHL,22796287.0,2013,Sum,Company Country
CHN,3483038245.0,2013,Sum,Company Country
COL,21667708.0,2013,Sum,Company Country
CRI,520000.0,2013,Sum,Company Country
CYM,900000.0,2013,Sum,Company Country
CYP,1648142.0,2013,Sum,Company Country
CZE,11591674.0,2013,Sum,Company Country
DEU,1011926973.0,2013,Sum,Company Country
DNK,98730103.0,2013,Sum,Company Country
DOM,250000.0,2013,Sum,Company Country
DZA,378812.0,2013,Sum,Company Country
ECU,190389.0,2013,Sum,Company Country
EGY,246627000.0,2013,Sum,Company Country
ESP,965241528.0,2013,Sum,Company Country
EST,27684088.0,2013,Sum,Company Country
FIN,262834045.0,2013,Sum,Company Country
FRA,636943338.0,2013,Sum,Company Country
GBR,2643024439.0,2013,Sum,Company Country
GHA,1200000.0,2013,Sum,Company Country
GRC,9181727.0,2013,Sum,Company Country
GTM,589600.0,2013,Sum,Company Country
HKG,553552000.0,2013,Sum,Company Country
HRV,130000.0,2013,Sum,Company Country
HUN,6636513.0,2013,Sum,Company Country
IDN,33927000.0,2013,Sum,Company Country
IND,1966408688.0,2013,Sum,Company Country
IRL,391998646.0,2013,Sum,Company Country
ISL,7972448.0,2013,Sum,Company Country
ISR,1355954272.0,2013,Sum,Company Country
ITA,467057349.0,2013,Sum,Company Country
JOR,0.0,2013,Sum,Company Country
JPN,324523831.0,2013,Sum,Company Country
KEN,17660000.0,2013,Sum,Company Country
KOR,139012067.0,2013,Sum,Company Country
LBN,600000.0,2013,Sum,Company Country
LKA,92400.0,2013,Sum,Company Country
LTU,26331414.0,2013,Sum,Company Country
LUX,10161369.0,2013,Sum,Company Country
LVA,7978448.0,2013,Sum,Company Country
MAR,1600000.0,2013,Sum,Company Country
MEX,106038121.0,2013,Sum,Company Country
MKD,38484.0,2013,Sum,Company Country
MMR,500000.0,2013,Sum,Company Country
MUS,816386.0,2013,Sum,Company Country
MYS,5565967.0,2013,Sum,Company Country
NGA,18540000.0,2013,Sum,Company Country
NLD,758293138.0,2013,Sum,Company Country
NOR,81233731.0,2013,Sum,Company Country
NPL,10000.0,2013,Sum,Company Country
NZL,357481807.0,2013,Sum,Company Country
OMN,10000.0,2013,Sum,Company Country
PAK,1160000.0,2013,Sum,Company Country
PER,3223473.0,2013,Sum,Company Country
PHL,5099500.0,2013,Sum,Company Country
POL,10639039.0,2013,Sum,Company Country
PRT,14307515.0,2013,Sum,Company Country
QAT,156000.0,2013,Sum,Company Country
ROM,2258484.0,2013,Sum,Company Country
RUS,760629040.0,2013,Sum,Company Country
SAU,1111332.0,2013,Sum,Company Country
SGP,371593614.0,2013,Sum,Company Country
SLV,40000.0,2013,Sum,Company Country
SRB,32470.0,2013,Sum,Company Country
SVK,651681.0,2013,Sum,Company Country
SVN,381000.0,2013,Sum,Company Country
SWE,151687360.0,2013,Sum,Company Country
TAN,2800000.0,2013,Sum,Company Country
THA,7135500.0,2013,Sum,Company Country
TTO,60000.0,2013,Sum,Company Country
TUR,265988851.0,2013,Sum,Company Country
TWN,20111700.0,2013,Sum,Company Country
UGA,304000.0,2013,Sum,Company Country
UKR,8238461.0,2013,Sum,Company Country
URY,165000.0,2013,Sum,Company Country
USA,54064784947.0,2013,Sum,Company Country
VEN,884405.0,2013,Sum,Company Country
VNM,101000000.0,2013,Sum,Company Country
ZAF,21792983.0,2013,Sum,Company Country
ALB,0.0,2014,Sum,Company Country
ARE,430480856.0,2014,Sum,Company Country
ARG,57937093.0,2014,Sum,Company Country
AUS,808600958.0,2014,Sum,Company Country
AUT,16603772.0,2014,Sum,Company Country
BAH,8900000.0,2014,Sum,Company Country
BEL,202482473.0,2014,Sum,Company Country
BGR,4481594.0,2014,Sum,Company Country
BHR,100000.0,2014,Sum,Company Country
BLZ,196615.0,2014,Sum,Company Country
BRA,430852086.0,2014,Sum,Company Country
BWA,1521352.0,2014,Sum,Company Country
CAN,3436128775.0,2014,Sum,Company Country
CHE,387529356.0,2014,Sum,Company Country
CHL,7009526.0,2014,Sum,Company Country
CHN,16080436835.0,2014,Sum,Company Country
CIV,60000.0,2014,Sum,Company Country
COL,5865007.0,2014,Sum,Company Country
CRI,40000.0,2014,Sum,Company Country
CYM,14275000.0,2014,Sum,Company Country
CYP,901539.0,2014,Sum,Company Country
CZE,50763383.0,2014,Sum,Company Country
DEU,1511786691.0,2014,Sum,Company Country
DNK,81818004.0,2014,Sum,Company Country
DOM,0.0,2014,Sum,Company Country
ECU,1235997.0,2014,Sum,Company Country
EGY,150247000.0,2014,Sum,Company Country
ESP,702550927.0,2014,Sum,Company Country
EST,17636465.0,2014,Sum,Company Country
FIN,202470135.0,2014,Sum,Company Country
FRA,937591636.0,2014,Sum,Company Country
GBR,5360155651.0,2014,Sum,Company Country
GEO,30000.0,2014,Sum,Company Country
GHA,25000.0,2014,Sum,Company Country
GIB,900000.0,2014,Sum,Company Country
GRC,1566960.0,2014,Sum,Company Country
GRD,750000000.0,2014,Sum,Company Country
GTM,15000.0,2014,Sum,Company Country
HKG,234765919.0,2014,Sum,Company Country
HND,4500.0,2014,Sum,Company Country
HRV,0.0,2014,Sum,Company Country
HUN,14278454.0,2014,Sum,Company Country
IDN,50116185.0,2014,Sum,Company Country
IND,7246056049.0,2014,Sum,Company Country
IRL,243341572.0,2014,Sum,Company Country
ISL,2116000.0,2014,Sum,Company Country
ISR,1055110599.0,2014,Sum,Company Country
ITA,188231505.0,2014,Sum,Company Country
JEY,0.0,2014,Sum,Company Country
JOR,8360000.0,2014,Sum,Company Country
JPN,625905900.0,2014,Sum,Company Country
KEN,2235352.0,2014,Sum,Company Country
KHM,30000.0,2014,Sum,Company Country
KOR,995382869.0,2014,Sum,Company Country
LBN,3295000.0,2014,Sum,Company Country
LIE,163173.0,2014,Sum,Company Country
LKA,323340.0,2014,Sum,Company Country
LTU,1491800.0,2014,Sum,Company Country
LUX,9945568.0,2014,Sum,Company Country
LVA,17647667.0,2014,Sum,Company Country
MEX,91359208.0,2014,Sum,Company Country
MKD,0.0,2014,Sum,Company Country
MLT,2811675.0,2014,Sum,Company Country
MMR,200000.0,2014,Sum,Company Country
MOZ,0.0,2014,Sum,Company Country
MUS,1500000.0,2014,Sum,Company Country
MYS,13423000.0,2014,Sum,Company Country
NGA,93756000.0,2014,Sum,Company Country
NLD,538203380.0,2014,Sum,Company Country
NOR,67307677.0,2014,Sum,Company Country
NZL,67491982.0,2014,Sum,Company Country
PAK,3647500.0,2014,Sum,Company Country
PAN,15845000.0,2014,Sum,Company Country
PER,3424356.0,2014,Sum,Company Country
PHL,9050500.0,2014,Sum,Company Country
POL,84754646.0,2014,Sum,Company Country
PRT,20187053.0,2014,Sum,Company Country
PRY,25000.0,2014,Sum,Company Country
PSE,0.0,2014,Sum,Company Country
ROM,1053132.0,2014,Sum,Company Country
RUS,5986484323.0,2014,Sum,Company Country
RWA,0.0,2014,Sum,Company Country
SAU,362133.0,2014,Sum,Company Country
SGP,833882315.0,2014,Sum,Company Country
SRB,730506.0,2014,Sum,Company Country
SVK,1377662.0,2014,Sum,Company Country
SVN,11936364.0,2014,Sum,Company Country
SWE,606696385.0,2014,Sum,Company Country
TAN,43214000.0,2014,Sum,Company Country
THA,22373575.0,2014,Sum,Company Country
TTO,150000.0,2014,Sum,Company Country
TUR,31217400.0,2014,Sum,Company Country
TWN,116200000.0,2014,Sum,Company Country
UGA,3563000.0,2014,Sum,Company Country
UKR,10895265.0,2014,Sum,Company Country
URY,100000.0,2014,Sum,Company Country
USA,112316473794.0,2014,Sum,Company Country
VEN,821705.0,2014,Sum,Company Country
VNM,105700000.0,2014,Sum,Company Country
ZAF,487432800.0,2014,Sum,Company Country
ZWE,10000000.0,2014,Sum,Company Country
ALB,276744.0,2015,Sum,Company Country
ARE,933444999.0,2015,Sum,Company Country
ARG,46990199.0,2015,Sum,Company Country
ARM,300000.0,2015,Sum,Company Country
AUS,506987726.0,2015,Sum,Company Country
AUT,247241520.0,2015,Sum,Company Country
BEL,159360299.0,2015,Sum,Company Country
BGD,7009300.0,2015,Sum,Company Country
BGR,3520421.0,2015,Sum,Company Country
BHR,600000.0,2015,Sum,Company Country
BLR,20000.0,2015,Sum,Company Country
BLZ,4299.0,2015,Sum,Company Country
BMU,50000.0,2015,Sum,Company Country
BRA,582019898.0,2015,Sum,Company Country
CAN,2065379583.0,2015,Sum,Company Country
CHE,888111820.0,2015,Sum,Company Country
CHL,3255374.0,2015,Sum,Company Country
CHN,20778881673.0,2015,Sum,Company Country
COL,7926897.0,2015,Sum,Company Country
CRI,20.0,2015,Sum,Company Country
CYP,20000.0,2015,Sum,Company Country
CZE,1988630.0,2015,Sum,Company Country
DEU,2599371789.0,2015,Sum,Company Country
DNK,262366271.0,2015,Sum,Company Country
EGY,6500000.0,2015,Sum,Company Country
ESP,224377971.0,2015,Sum,Company Country
EST,26347290.0,2015,Sum,Company Country
FIN,174617653.0,2015,Sum,Company Country
FRA,1288059850.0,2015,Sum,Company Country
GBR,5651797269.0,2015,Sum,Company Country
GEO,94230.0,2015,Sum,Company Country
GHA,15200000.0,2015,Sum,Company Country
GIB,14900000.0,2015,Sum,Company Country
GRC,10532822.0,2015,Sum,Company Country
HKG,186944888.0,2015,Sum,Company Country
HRV,0.0,2015,Sum,Company Country
HUN,3438122.0,2015,Sum,Company Country
IDN,523112500.0,2015,Sum,Company Country
IND,8460260213.0,2015,Sum,Company Country
IRL,263354837.0,2015,Sum,Company Country
IRN,1400000.0,2015,Sum,Company Country
ISL,35023136.0,2015,Sum,Company Country
ISR,1489501247.0,2015,Sum,Company Country
ITA,72778617.0,2015,Sum,Company Country
JOR,1420000.0,2015,Sum,Company Country
JPN,1024025930.0,2015,Sum,Company Country
KAZ,11000000.0,2015,Sum,Company Country
KEN,51794496.0,2015,Sum,Company Country
KOR,1105836097.0,2015,Sum,Company Country
LBN,765000.0,2015,Sum,Company Country
LTU,549761.0,2015,Sum,Company Country
LUX,240884059.0,2015,Sum,Company Country
LVA,1499943.0,2015,Sum,Company Country
MCO,167871.0,2015,Sum,Company Country
MDA,5000.0,2015,Sum,Company Country
